,a,b
sympy__sympy-21379,0.6673016470476766,0.8582407832145691
sympy__sympy-21596,1.7874909471840672,4.400760650634766
sympy__sympy-21612,0.9240262483036038,4.204435348510742
sympy__sympy-21847,1.3273401834480156,-2.153252601623535
sympy__sympy-21930,1.873144800870476,5.407124996185303
sympy__sympy-22080,1.6012244703151464,3.8916726112365723
sympy__sympy-22456,1.3284682581994578,-1.4982362985610962
sympy__sympy-22714,1.7355137965471414,-1.6228382587432861
sympy__sympy-22914,1.1344293130921104,-2.8352553844451904
sympy__sympy-23262,1.4440890369278165,-0.7745440006256104
sympy__sympy-23413,1.5733052232326032,1.9274909496307373
